Venus,Alexandria,,,,,,,,,,,
Almagest,ut,year,month,day,hour,long P,lat P,Long S,azm P,alt  P,azm S,alt S
EL,1462239.307,-709,5,24,19.3582,63.71321,-0.47242,57.02971,114.53074,0,117.54719,-5.98543
MF,1462250.69,-709,6,5,4.55421,56.89283,-2.5744,67.80184,249.65299,0,239.97882,-5.68081
ML,1462504.758,-708,2,14,6.1959,311.40323,-1.01909,320.62386,291.94328,0,284.24891,-5.19701
EF,1462561.277,-708,4,10,18.64794,20.94317,-0.14469,15.84318,99.57507,0,100.53054,-5.01201
EL,1462830.228,-707,1,4,17.47716,284.16212,5.13694,280.47916,68.84146,0,65.9405,-5.61492
MF,1462834.769,-707,1,9,6.45794,281.55861,5.59825,285.10827,290.90328,0,293.14469,-6.23669
ML,1463096.733,-707,9,28,5.58689,174.49762,1.02877,179.60729,266.29951,0,266.65115,-5.2001
EF,1463148.235,-707,11,18,17.64845,239.80435,-0.31777,231.99176,65.50116,0,71.37738,-5.16727
EL,1463399.308,-706,7,27,19.38046,132.53007,-5.42688,118.11839,104.2291,0,118.58033,-5.58762
MF,1463413.702,-706,8,11,4.84355,124.6197,-6.30384,132.01309,254.3711,0,246.0519,-5.01474
ML,1463671.713,-705,4,26,5.11443,20.48798,-0.60132,29.89829,261.12415,0,253.14037,-5.03346
EF,1463727.312,-705,6,20,19.49418,88.20049,0.98068,82.60668,119.40107,0,121.72739,-5.18193
EL,1463996.264,-704,3,15,18.32826,356.24654,5.48331,350.70103,94.09291,0,89.37306,-6.20771
MF,1464001.734,-704,3,21,5.61216,352.93577,4.90568,356.02459,268.07985,0,268.36788,-5.78796
ML,1464265.773,-704,12,10,6.54581,248.67168,-0.05285,254.40316,296.20062,0,293.73309,-5.17498
EF,1464313.233,-703,1,26,17.58249,308.45776,-1.05644,302.82187,67.04664,0,69.78626,-5.03882
EL,1464570.259,-703,10,10,18.21234,206.61598,-3.87044,192.23246,73.52624,0,87.45508,-5.30028
MF,1464583.747,-703,10,24,5.93545,199.51015,-1.6677,205.91944,280.89439,0,278.24564,-6.07117
